dune|Denis Villeneuve|Science-fiction, drame|2021-09-15|2 h 35 min|7.5|32021|594|32K|2.4K|11K|L'histoire de Paul Atreides, jeune homme aussi doué que brillant, voué à connaître un destin hors du commun qui le dépasse totalement. Car s'il veut préserver l'avenir de sa famille et de son peuple, il devra se rendre sur la planète la plus dangereuse de l'univers – la seule à même de fournir la...
sans_un_bruit_2|John Krasinski|Drame, Épouvante-horreur, science-fiction|2021-06-16|1 h 36 min|6.4|6799|138|6.8K|185|2.2K|Après les événements mortels survenus dans sa maison, la famille Abbot doit faire face au danger du monde extérieur. Pour survivre, ils doivent se battre en silence. Forcés à s’aventurer en terrain inconnu, ils réalisent que les créatures qui attaquent au moindre son ne sont pas la seule menace...
tick_tick_boom|Lin‐Manuel Miranda|Biopic, drame, comédie musicale|2021-11-19|1 h 55 min|6.9|3439|40|3.4K|221|1.6K|Dans les années 1990, Jon, aspirant compositeur, gagne sa vie en tant que serveur à New York tout en écrivant Superbia, qu'il espère être la prochaine grande comédie musicale américaine...
teddy|Zoran Boukherma|Comédie dramatique, fantastique, Épouvante-horreur|2021-06-30|1 h 28 min|6.6|3871|86|3.9K|270|3K|Dans les Pyrénées, un loup attise la colère des villageois. Teddy, 19 ans, sans diplôme, vit avec son oncle adoptif et travaille dans un salon de massage. Sa petite amie Rebecca passe bientôt son bac, promise à un avenir radieux. Pour eux, c’est un été ordinaire qui s’annonce. Mais un soir de...
the_power_of_the_dog|Jane Campion|Drame, romance, western|2021-12-01|2 h 05 min|6.5|5248|94|5.2K|151|3.1K|Dans les années 20, les frères Burbank vivent en parfaite harmonie dans leur immense ranch du Montana. Lorsque George se marie avec Rose, l'univers de Phil s'écroule...
oss_117_alerte_rouge_en_afrique_noire|Nicolas Bedos|Comédie, aventure|2021-08-04|1 h 56 min|5.4|14328|231|14K|127|6K|1981. Hubert Bonisseur de la Bath, alias OSS 117, est de retour. Pour cette nouvelle mission, plus délicate, plus périlleuse et plus torride que jamais, il est contraint de faire équipe avec un jeune collègue, le prometteur OSS 1001.
shang_chi_et_la_legende_des_dix_anneaux|Destin Daniel Cretton|Arts martiaux, aventure, fantasy|2021-09-01|2 h 12 min|6.2|8660|143|8.7K|240|1.5K|Shang-Chi va devoir affronter un passé qu’il pensait avoir laissé derrière lui lorsqu’il est pris dans la toile de la mystérieuse organisation des Dix Anneaux.
belle|Mamoru Hosoda|Animation, aventure, drame|2021-12-29|2 h 02 min|6.7|2693|64|2.7K|260|3K|Dans la vie réelle, Suzu est une adolescente complexée, coincée dans sa petite ville demontagne avec son père. Mais dans le monde virtuel de U, Suzu devient Belle, une icône musicale suivie par plus de 5 milliards de followers. Une double vie difficile pour la timide Suzu, qui va prendre une...
The_Nightingale|Jennifer Kent|Drame, thriller, aventure|2021-03-09|2 h 16 min|7.0|1926|59|1.9K|210|2.4K|1825, au cœur de la colonisation de l’Australie. Après le massacre de toute sa famille, une jeune irlandaise traverse les terres tasmaniennes et rumine sa vengeance contre les soldats britanniques responsables de son malheur.
la_panthere_des_neiges|Vincent Munier|Nature, animalier|2021-12-15|1 h 32 min|7.9|2785|61|2.8K|294|2.7K|Au cœur des hauts plateaux tibétains, le photographe Vincent Munier entraîne l'écrivain Sylvain Tesson dans sa quête de la panthère des neiges. Il l'initie à l'art délicat de l'affût, à la lecture des traces et à la patience nécessaire pour entrevoir les bêtes. En parcourant les sommets habités...
les_eternels|Chloé Zhao|Action, aventure, fantastique|2021-11-03|2 h 37 min|5.9|7943|199|7.9K|215|2.4K|Appartenant à une ancienne race d’êtres humains, les Eternels, qui peuvent manipuler l’énergie cosmique, ont été créés par les Célestes afin de protéger la Terre contre leurs homologues, les Déviants.
evangelion_3_0_1_0_thrice_upon_a_time|Kazuya Tsurumaki|Animation, action, drame|2021-08-13|2 h 34 min|7.7|981|37|981|201|1.2K|En l'an 2000, une gigantesque explosion se produit en Antarctique provoquant un cataclysme qui dévaste une grande partie de la planète. Les autorités déclarent que cette catastrophe est due à la chute d'un astéroïde. Quinze ans plus tard, l'Humanité a surmonté cet événement, appelé le Second Impact....
nobody|Ilya Naishuller|Thriller, action, drame|2021-06-02|1 h 32 min|6.2|5191|131|5.2K|226|1.8K|Hutch Mansell, un père de famille sans histoire, accumule un tas de frustrations. Alors que des cambrioleurs rentrent chez lui, Hutch va se défendre et faire preuve d'une grande violence. Un incident qui va faire resurgir les secrets de son passé...
les_sorcieres_d_akelarre|Pablo Agüero|Drame, historique|2021-08-25|1 h 30 min|7.0|2016|39|2K|207|2.6K|Pays basque, 1609. Six jeunes femmes sont arrêtées et accusées d’avoir participé à une cérémonie diabolique, le Sabbat. Quoi qu’elles disent, quoi qu’elles fassent, elles seront considérées comme des sorcières. Il ne leur reste plus qu’à le devenir…
la_main_de_dieu|Paolo Sorrentino|Drame|2021-12-15|2 h 10 min|6.9|2545|39|2.5K|144|2.2K|Naples des années 1980. Fabietto Schisa, adolescent mal dans sa peau, vit avec sa famille excentrique et haute en couleurs. Mais son quotidien est soudain bouleversé lorsque Diego Maradona, légende planétaire du football, débarque à Naples et le sauve miraculeusement d’un terrible accident. Cette...
i_care_a_lot|J Blakeson|Comédie, policier, thriller|2021-02-19|1 h 58 min|5.8|8374|147|8.4K|82|1.6K|Marla Grayson est une tutrice réputée spécialisée auprès d'individus âgés et riches. Aux dépens de ces derniers, elle mène une vie de luxe. Mais sa prochaine victime s'avère avoir de dangereux secrets.
encanto_la_fantastique_famille_madrigal|Charise Castro Smith|Animation, aventure, fantastique|2021-11-24|1 h 39 min|6.4|6469|129|6.5K|252|1.6K|Encanto raconte l'histoire d'une famille extraordinaire : les Madrigal, qui vivent dans les montagnes de Colombie, dans une maison magique, dans un endroit merveilleux et charmant appelé Encanto. La magie de l'Encanto a béni chaque enfant de la famille avec un cadeau unique allant de la super...
slalom|Charlène Favier|Drame, sport|2021-05-19|1 h 32 min|6.7|2848|65|2.8K|123|1.9K|Lyz, 15 ans, vient d’intégrer une prestigieuse section ski-études du lycée de Bourg-Saint-Maurice. Fred, ex-champion et désormais entraîneur, décide de tout miser sur sa nouvelle recrue. Galvanisée par son soutien, Lyz s’investit à corps perdu, physiquement et émotionnellement. Elle enchaîne les...
Judas_and_the_Black_Messiah|Shaka King|Biopic, drame, historique|2021-04-24|2 h 06 min|6.7|2639|46|2.6K|90|2.3K|Focus sur l'ascension de Fred Hampton, militant politique afro-américain, membre du Black Panther Party dans l'Illinois, décédé en décembre 1969 à l'âge de 21 ans.
la_fracture|Catherine Corsini|Comédie dramatique|2021-10-27|1 h 38 min|6.8|2662|56|2.7K|141|2.3K|Raf et Julie se retrouvent dans un service d’urgences proche de l'asphyxie le soir d'une manifestation parisienne des Gilets Jaunes. Leur rencontre avec Yann, un manifestant blessé et en colère, va faire voler en éclats les certitudes et les préjugés de chacun. À l'extérieur, la tension monte....
compartiment_ndeg6|Juho Kuosmanen|Drame, comédie|2021-11-03|1 h 47 min|6.8|2340|51|2.3K|170|1.9K|Une jeune finlandaise prend un train à Moscou pour se rendre sur un site archéologique en mer arctique. Elle est contrainte de partager son compartiment avec un inconnu. Cette cohabitation et d’improbables rencontres vont peu à peu rapprocher ces deux êtres que tout oppose...
petite_maman|Céline Sciamma|Drame|2021-06-02|1 h 12 min|6.3|2572|49|2.6K|138|1.5K|Nelly a huit ans et vient de perdre sa grand-mère. Elle part avec ses parents vider la maison d’enfance de sa mère, Marion. Nelly est heureuse d’explorer cette maison et les bois qui l’entourent où sa mère construisait une cabane. Un matin la tristesse pousse sa mère à partir. C’est là que Nelly...
le_discours|Laurent Tirard|Comédie|2021-06-09|1 h 28 min|6.3|5405|94|5.4K|159|2K|Adrien est coincé. Coincé à un dîner de famille où papa ressort la même anecdote que d’habitude, maman ressert le sempiternel gigot et Sophie, sa soeur, écoute son futur mari comme s’il était Einstein. Alors il attend. Il attend que Sonia réponde à son sms, et mette fin à la « pause » qu’elle lui...
la_fievre_de_petrov|Kirill Serebrennikov|Comédie dramatique, fantastique|2021-12-01|2 h 25 min|6.7|1227|24|1.2K|97|2.4K|Affaibli par une forte fièvre, Petrov est entraîné par son ami Igor dans une longue déambulation alcoolisée, à la lisière entre le rêve et la réalité. Progressivement, les souvenirs d'enfance de Petrov ressurgissent et se confondent avec le présent…
old|M. Night Shyamalan|Drame, fantastique, thriller|2021-07-21|1 h 48 min|5.3|6450|170|6.5K|115|3.1K|En vacances dans les tropiques, une famille s’arrête pour quelques heures sur un atoll isolé où ils découvrent avec effroi que leur vieillissement y est drastiquement accéléré et que leur vie entière va se retrouver réduite à cette ultime journée.
medecin_de_nuit|Elie Wajeman|Drame, thriller|2021-06-16|1 h 22 min|6.6|3645|71|3.6K|148|2.3K|Mikaël est médecin de nuit. Il soigne des patients de quartiers difficiles, mais aussi ceux que personne ne veut voir : les toxicomanes. Tiraillé entre sa femme et sa maîtresse, entraîné par son cousin pharmacien dans un dangereux trafic de fausses ordonnances de Subutex, sa vie est un chaos....
madres_paralelas|Pedro Almodóvar|Drame|2021-12-01|2 h|6.5|4159|79|4.2K|99|2.7K|Deux femmes, Janis et Ana, se rencontrent dans une chambre d'hôpital sur le point d’accoucher. Elles sont toutes les deux célibataires et sont tombées enceintes par accident. Janis, d'âge mûr, n'a aucun regret et durant les heures qui précèdent l'accouchement, elle est folle de joie. Ana en...
black_widow|Cate Shortland|Action, aventure, science-fiction|2021-07-07|2 h 14 min|5.2|9270|166|9.3K|103|4.8K|Natasha Romanoff, alias Black Widow, voit resurgir la part la plus sombre de son passé pour faire face à une redoutable conspiration liée à sa vie d’autrefois. Poursuivie par une force qui ne reculera devant rien pour l’abattre, Natasha doit renouer avec ses activités d’espionne et avec des liens...
serre_moi_fort|Mathieu Amalric|Drame|2021-09-08|1 h 37 min|6.7|1519|43|1.5K|127|1.6K|Ça semble être l’histoire d’une femme qui s’en va.
the_dig|Simon Stone|Biopic, drame, historique|2021-01-29|1 h 52 min|6.5|4125|75|4.1K|114|1.9K|A l'approche de la seconde guerre mondiale, une veuve engage un archéologue pour effectuer des fouilles sur sa propriété.
free_guy|Shawn Levy|Action, comédie, science-fiction|2021-08-11|1 h 55 min|6.0|7037|137|7K|199|2.3K|Un employé de banque, découvrant un jour qu’il n’est en fait qu’un personnage d’arrière-plan dans un jeu vidéo en ligne, décide de devenir le héros de sa propre histoire, quitte à la réécrire. Evoluant désormais dans un monde qui ne connaît pas de limites, il va tout mettre en œuvre pour le sauver...
oxygene|Alexandre Aja|Science-fiction, thriller|2021-05-12|1 h 40 min|5.8|5907|127|5.9K|105|1.4K|Une jeune femme se réveille seule dans une unité cryogénique. Elle ne sait plus qui elle est, ni comment elle a pu finir enfermée dans une capsule de la taille d'un cercueil. Tandis qu'elle commence à manquer d'oxygène, elle va devoir recomposer les éléments de sa mémoire pour sortir de ce...
riders_of_justice|Anders Thomas Jensen|Thriller, comédie, action|2021-09-10|1 h 56 min|7.1|1886|31|1.9K|165|1.2K|Un ancien militaire perd sa femme lors d'un accident dans le métro. Trois hommes viennent un jour lui annoncer qu'il ne s'agissait pas d'un accident.
La_Mission|Paul Greengrass|Aventure, drame, western|2021-02-10|1 h 58 min|6.2|3106|77|3.1K|55|1.3K|Cinq ans après la fin de la Guerre de Sécession, le capitaine Jefferson Kyle Kidd, vétéran de trois guerres, sillonne le pays de ville en ville en qualité de rapporteur public et tient les gens informés, grâce à ses lectures, des péripéties des grands de ce monde, des querelles du gratin, ainsi...
house_of_gucci|Ridley Scott|Biopic, drame, thriller|2021-11-24|2 h 37 min|5.9|6574|131|6.6K|95|4.1K|À la fin des années 1970, l’empire italien de la mode est à un tournant critique de son histoire. Si l’entreprise rayonne désormais à l’international, elle est handicapée par des rumeurs de malversations financières, une innovation en berne et une dévalorisation de la marque. Le groupe est dirigé...
un_homme_en_colere|Guy Ritchie|Action, thriller|2021-06-16|1 h 59 min|6.1|3981|108|4K|103|1K|Un convoyeur de fond fraichement engagé surprend ses collègues par l’incroyable précision de ses tirs de riposte alors qu’ils subissent les assauts de braqueurs expérimentés.Tous se demandent désormais qui il est, d’où il vient et pourquoi il est là.
les_intranquilles|Joachim Lafosse|Drame|2021-09-29|1 h 57 min|6.8|1777|52|1.8K|88|1.7K|Leila et Damien s’aiment profondément. Malgré sa bipolarité, il tente de poursuivre sa vie avec elle sachant qu’il ne pourra peut-être jamais lui offrir ce qu’elle désire.
le_diable_n_existe_pas|Mohammad Rasoulof|Drame|2021-12-01|2 h 32 min|7.4|808|30|808|83|1.6K|Iran, de nos jours. Heshmat est un mari et un père exemplaire mais nul ne sait où il va tous les matins. Pouya, jeune conscrit, ne peut se résoudre à tuer un homme comme on lui ordonne de le faire. Javad, venu demander sa bien-aimée en mariage, est soudain prisonnier d’un dilemme cornélien....
saint_maud|Rose Glass|Épouvante-Horreur, thriller|2021-09-29|1 h 24 min|6.5|2165|48|2.2K|169|2K|Maud, infirmière à domicile, s’installe chez Amanda, une célèbre danseuse fragilisée par la maladie qui la maintient cloîtrée dans son immense maison. Amanda est d’abord intriguée par cette étrange jeune femme très croyante, qui la distrait. Maud, elle, est fascinée par sa patiente. Mais les...
Love_and_Monsters|Michael Matthews|Action, aventure, comédie|2021-04-14|1 h 49 min|6.0|7132|108|7.1K|168|790|Un jeune homme, vivant dans un monde post-apocalyptique dirigé par des monstres, va devoir voyager à travers ces environnements hostiles pour y trouver la femme de ses rêves.
demon_slayer_le_train_de_l_infini|Haruo Sotozaki|Animation, action, Épouvante-horreur|2021-05-19|1 h 57 min|6.9|3405|53|3.4K|227|736|Le groupe de Tanjirô a terminé son entraînement de récupération au domaine des papillons et embarque à présent en vue de sa prochaine mission à bord du train de l'infini, d'où quarante personnes ont disparu en peu de temps. Tanjirô et Nezuko, accompagnés de Zen'itsu et Inosuke, s'allient à l'un...
Bergman_Island|Mia Hansen-Løve|Drame, fantastique, comédie|2021-07-14|1 h 52 min|6.3|1402|31|1.4K|81|1.1K|Un couple de cinéastes s'installe pour écrire, le temps d'un été, sur l’île suédoise de Fårö, où vécut Bergman. À mesure que leurs scénarios respectifs avancent, et au contact des paysages sauvages de l’île, la frontière entre fiction et réalité se brouille…
pleasure|Ninja Thyberg|Drame|2021-10-20|1 h 49 min|6.7|1690|43|1.7K|80|3.1K|Une jeune suédoise de 20 ans arrive à Los Angeles dans le but de faire carrière dans l’industrie du porno. Sa détermination et son ambition la propulsent au sommet d’un monde où le plaisir cède vite la place au risque et à la toxicité.
La_Voix_d_Aida|Jasmila Žbanić|Drame, guerre, historique|2021-09-22|1 h 44 min|7.5|718|20|718|70|1.2K|Srebrenica, juillet 1995. Modeste professeure d'anglais, Aida vient d'être réquisitionnée comme interprète auprès des Casques Bleus, stationnés aux abords de la ville.Leur camp est débordé :  les habitants viennent y chercher refuge par milliers, terrorisés par l'arrivée imminente de l'armée...
aline|Valérie Lemercier|Drame, biopic, comédie|2021-11-10|2 h 08 min|6.2|3411|102|3.4K|100|1.2K|Québec, les années 1960. Sylvette et Anglomard accueillent leur 14e enfant, Aline. Chez les Dieu, la musique est reine et, même si les fins de mois sont parfois difficiles, la vie y est joyeuse. Aline grandit et se découvre un don: elle a une voix en or. Le producteur de musique Guy-Claude,...
un_heros|Asghar Farhadi|Drame, thriller|2021-12-15|2 h 07 min|6.9|1482|44|1.5K|57|1.4K|Rahim est en prison à cause d’une dette qu’il n’a pas pu rembourser. Lors d’une permission de deux jours, il tente de convaincre son créancier de retirer sa plainte contre le versement d’une partie de la somme. Mais les choses ne se passent pas comme prévu…
pig|Michael Sarnoski|Drame|2021-10-27|1 h 31 min|6.4|1808|54|1.8K|126|1.6K|Un chasseur de truffes vit en ermite dans la nature sauvage de l’Oregon, quand l’enlèvement de sa truie truffière le pousse à retourner vers la civilisation à Portland où il devra faire face aux démons de son passé.
stillwater|Tom McCarthy|Drame, thriller|2021-09-22|2 h 20 min|6.5|3107|82|3.1K|96|2.1K|Bill Baker, un foreur de pétrole originaire de l’Oklahoma se rend à Marseille pour y retrouver sa fille emprisonnée, accusée d’un meurtre qu’elle jure ne pas avoir commis.
possessor|Brandon Cronenberg|Épouvante-Horreur, science-fiction, thriller|2021-04-07|1 h 42 min|6.1|2249|57|2.2K|113|1.4K|Tasya Vos est agente au sein d’une organisation secrète utilisant une technologie neurologique qui permet d’habiter le corps de n’importe quelle personne et la pousser à commettre des assassinats aux profits de clients très riches. Mais tout se complique pour Tasya lorsqu’elle se retrouve coincée...
il_n_y_aura_plus_de_nuit|Éléonore Weber|Guerre, société|2021-06-16|1 h 16 min|7.4|425|9|425|42|757|Des images provenant d’hélicoptères sur le théâtre des opérations. L’œil insatiable des pilotes scrute le paysage. Les hommes qui sont visés ignorent qu’ils le sont, ils n’ont pas repéré d’où venait la menace. L’intervention a lieu sous nos yeux. Celui qui filme est également celui qui tue.
Malignant|James Wan|Épouvante-Horreur, thriller, policier|2021-09-01|1 h 51 min|5.4|2520|90|2.5K|174|1K|La vie de Madison Mitchell est perturbée lorsque de terribles visions viennent la hanter. Quelle est cette créature malveillante qui la poursuit et commet ces meurtres atroces ?
s_o_s_fantomes_l_heritage|Jason Reitman|Fantastique, comédie, aventure|2021-12-01|2 h 04 min|6.2|3558|118|3.6K|152|1.5K|Une mère célibataire et ses deux enfants emménagent dans une petite ville de l'Oklahoma après avoir hérité d'une maison remplie d'équipement de la part du grand-père qu'ils n'ont jamais connu.
falling|Viggo Mortensen|Drame|2021-05-19|1 h 52 min|6.3|1948|58|1.9K|60|2.7K|John vit en Californie avec son compagnon Eric et leur fille adoptive Mónica, loin de la vie rurale conservatrice qu’il a quittée voilà des années. Son père, Willis, un homme obstiné issu d’une époque révolue, vit désormais seul dans la ferme isolée où a grandi John. L’esprit de Willis déclinant,...
